ID,RA,DEC,FREQ,SigmaSN,SigmaSp,SN,P,PE1,PE2,PSim,PSimE1,PSimE2,PPesimistic,PPesimisticE1,PPesimisticE2,PSimPesimistic,PSimPesimisticE1,PSimPesimisticE2
Survey_EL.5083,10:00:55.145,+02:34:29.876,343.796,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5084,10:00:54.867,+02:34:27.072,341.353,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5085,10:00:55.374,+02:34:34.664,343.408,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5086,10:00:54.990,+02:34:29.944,342.597,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5087,10:00:53.844,+02:34:38.631,344.492,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5088,10:00:54.611,+02:34:33.091,343.819,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5089,10:00:54.155,+02:34:26.866,343.077,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5090,10:00:54.433,+02:34:43.351,342.529,2,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5091,10:00:55.259,+02:34:34.390,341.342,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5092,10:00:54.972,+02:34:42.188,342.483,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5093,10:00:53.945,+02:34:42.804,342.803,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5094,10:00:54.210,+02:34:46.634,341.467,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5095,10:00:54.529,+02:34:45.882,343.396,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5096,10:00:54.228,+02:34:34.596,342.734,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5097,10:00:54.127,+02:34:31.996,343.51,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5098,10:00:54.630,+02:34:25.909,343.008,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5099,10:00:55.173,+02:34:39.794,344.629,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5100,10:00:54.963,+02:34:31.449,343.841,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5101,10:00:54.730,+02:34:30.834,342.472,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5102,10:00:54.607,+02:34:43.214,343.008,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5103,10:00:53.922,+02:34:27.482,342.301,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5104,10:00:54.146,+02:34:27.277,344.035,1,3,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5105,10:00:55.301,+02:34:36.990,344.789,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5106,10:00:54.114,+02:34:31.107,342.061,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5107,10:00:54.150,+02:34:24.267,343.796,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5108,10:00:55.223,+02:34:28.166,344.572,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5109,10:00:54.995,+02:34:33.501,342.495,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5110,10:00:54.949,+02:34:39.862,341.935,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5111,10:00:54.397,+02:34:46.634,341.342,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5112,10:00:54.018,+02:34:38.494,342.095,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5113,10:00:54.776,+02:34:36.032,343.088,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5114,10:00:54.607,+02:34:40.204,341.912,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5115,10:00:54.228,+02:34:37.400,344.572,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5116,10:00:54.219,+02:34:36.374,342.86,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5117,10:00:54.712,+02:34:39.794,344.538,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5118,10:00:54.054,+02:34:34.801,343.065,1,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5119,10:00:53.886,+02:34:39.247,341.833,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5120,10:00:54.223,+02:34:37.126,343.373,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5121,10:00:54.146,+02:34:40.888,341.855,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5122,10:00:54.620,+02:34:40.341,343.727,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5123,10:00:54.598,+02:34:27.003,342.243,1,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5124,10:00:53.767,+02:34:34.117,341.855,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5125,10:00:54.675,+02:34:42.462,344.264,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5126,10:00:55.310,+02:34:37.195,344.001,1,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5127,10:00:54.584,+02:34:30.492,342.871,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5128,10:00:53.744,+02:34:30.765,343.693,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5129,10:00:54.981,+02:34:32.065,343.259,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5130,10:00:54.584,+02:34:43.966,343.259,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5131,10:00:53.895,+02:34:37.400,342.004,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5132,10:00:54.315,+02:34:36.579,342.86,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5133,10:00:54.552,+02:34:44.787,343.647,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5134,10:00:53.886,+02:34:30.765,343.522,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5135,10:00:53.858,+02:34:34.117,341.958,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5136,10:00:54.064,+02:34:39.042,342.928,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5137,10:00:54.794,+02:34:43.624,344.013,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5138,10:00:53.940,+02:34:32.749,343.613,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5139,10:00:54.712,+02:34:24.814,341.833,2,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5140,10:00:55.177,+02:34:36.237,343.453,0,2,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5141,10:00:54.077,+02:34:44.103,341.787,1,2,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5142,10:00:54.844,+02:34:24.062,342.392,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5143,10:00:54.744,+02:34:40.068,343.088,1,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5144,10:00:53.981,+02:34:37.879,341.467,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5145,10:00:53.872,+02:34:29.260,342.198,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5146,10:00:54.401,+02:34:35.553,344.115,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5147,10:00:54.803,+02:34:38.221,342.86,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5148,10:00:53.895,+02:34:31.312,342.677,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5149,10:00:53.981,+02:34:37.537,343.659,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5150,10:00:54.086,+02:34:29.466,341.422,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5151,10:00:54.529,+02:34:23.925,342.095,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5152,10:00:55.159,+02:34:33.570,341.947,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5153,10:00:54.958,+02:34:24.883,343.042,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5154,10:00:54.100,+02:34:33.570,344.047,1,3,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5155,10:00:54.483,+02:34:45.882,343.1,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5156,10:00:53.927,+02:34:29.329,344.138,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5157,10:00:54.894,+02:34:31.996,344.389,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5158,10:00:53.927,+02:34:39.999,344.606,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5159,10:00:54.109,+02:34:40.820,342.689,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5160,10:00:54.858,+02:34:28.782,342.563,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5161,10:00:54.260,+02:34:33.022,343.83,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5162,10:00:54.137,+02:34:29.055,344.595,1,3,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5163,10:00:54.465,+02:34:33.159,341.639,1,3,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5164,10:00:54.830,+02:34:42.598,342.403,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5165,10:00:54.050,+02:34:37.058,343.807,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5166,10:00:54.666,+02:34:27.687,343.522,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5167,10:00:54.511,+02:34:29.602,344.07,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5168,10:00:53.753,+02:34:39.931,342.335,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5169,10:00:54.310,+02:34:30.355,344.378,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5170,10:00:53.908,+02:34:35.143,342.278,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5171,10:00:53.812,+02:34:38.016,343.042,1,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5172,10:00:53.730,+02:34:36.579,344.275,1,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5173,10:00:54.392,+02:34:22.694,344.72,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5174,10:00:54.082,+02:34:42.530,341.342,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5175,10:00:55.109,+02:34:42.872,342.997,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5176,10:00:54.246,+02:34:31.312,342.666,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5177,10:00:54.963,+02:34:29.124,342.449,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5178,10:00:54.356,+02:34:37.947,341.376,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5179,10:00:54.452,+02:34:41.094,344.675,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5180,10:00:54.388,+02:34:34.801,343.91,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5181,10:00:55.209,+02:34:42.530,344.366,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5182,10:00:54.657,+02:34:34.938,344.264,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5183,10:00:54.885,+02:34:44.856,341.73,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5184,10:00:54.534,+02:34:28.782,343.59,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5185,10:00:54.570,+02:34:42.393,344.492,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5186,10:00:54.379,+02:34:29.739,343.727,0,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5187,10:00:54.853,+02:34:31.928,342.358,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5188,10:00:54.251,+02:34:26.319,344.093,0,0,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5189,10:00:54.315,+02:34:41.983,341.399,1,1,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.5190,10:00:54.059,+02:34:41.778,343.876,0,1,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5191,10:00:54.497,+02:34:31.791,343.065,0,1,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5192,10:00:54.780,+02:34:26.319,344.001,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5193,10:00:55.132,+02:34:34.048,343.956,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5194,10:00:55.118,+02:34:41.230,341.958,0,1,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5195,10:00:53.954,+02:34:42.940,342.597,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5196,10:00:54.515,+02:34:31.312,341.319,0,1,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5197,10:00:54.712,+02:34:27.687,343.305,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5198,10:00:55.191,+02:34:34.048,341.559,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5199,10:00:54.447,+02:34:39.657,343.476,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5200,10:00:53.799,+02:34:38.905,341.97,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5201,10:00:55.141,+02:34:39.726,342.038,1,1,3.0,0.79,0.50,0.21,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5202,10:00:54.639,+02:34:42.598,344.789,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5203,10:00:54.999,+02:34:38.631,343.065,0,1,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5204,10:00:54.096,+02:34:27.414,342.54,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5205,10:00:54.762,+02:34:35.074,343.556,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5206,10:00:55.310,+02:34:30.834,342.369,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5207,10:00:54.251,+02:34:33.501,343.898,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5208,10:00:53.908,+02:34:37.195,341.753,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5209,10:00:54.242,+02:34:34.117,341.536,0,1,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5210,10:00:54.579,+02:34:43.077,341.924,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5211,10:00:53.895,+02:34:30.423,343.259,1,1,3.0,0.79,0.50,0.21,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5212,10:00:54.082,+02:34:34.048,344.412,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5213,10:00:54.324,+02:34:46.771,342.038,0,1,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5214,10:00:54.995,+02:34:27.482,343.636,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5215,10:00:54.835,+02:34:35.074,344.538,0,1,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5216,10:00:54.447,+02:34:40.068,341.365,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5217,10:00:54.269,+02:34:31.381,342.358,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5218,10:00:53.981,+02:34:41.504,341.456,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5219,10:00:53.790,+02:34:31.449,343.453,0,2,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5220,10:00:54.826,+02:34:36.579,342.255,0,1,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5221,10:00:54.374,+02:34:29.192,343.556,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5222,10:00:54.018,+02:34:43.556,343.271,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5223,10:00:55.031,+02:34:43.488,342.951,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5224,10:00:54.830,+02:34:44.377,343.054,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5225,10:00:54.871,+02:34:35.758,341.707,0,1,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5226,10:00:53.863,+02:34:37.400,341.924,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5227,10:00:54.315,+02:34:32.749,343.75,1,1,3.0,0.79,0.50,0.21,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5228,10:00:54.798,+02:34:35.006,342.552,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5229,10:00:54.876,+02:34:27.550,343.145,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5230,10:00:55.205,+02:34:30.218,341.604,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5231,10:00:54.616,+02:34:31.791,343.533,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5232,10:00:54.483,+02:34:47.250,344.8,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5233,10:00:54.232,+02:34:33.638,343.659,0,1,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5234,10:00:54.424,+02:34:26.798,344.595,1,3,3.0,0.63,0.37,0.37,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5235,10:00:54.274,+02:34:46.976,343.602,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5236,10:00:55.027,+02:34:33.296,343.042,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5237,10:00:54.652,+02:34:46.497,344.412,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5238,10:00:53.913,+02:34:26.593,343.556,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5239,10:00:54.931,+02:34:44.445,342.472,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5240,10:00:54.995,+02:34:44.514,344.583,0,0,3.0,1.00,0.56,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.5241,10:00:54.086,+02:34:35.348,343.773,2,1,3.0,0.83,0.49,0.17,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
