ID,RA,DEC,FREQ,SigmaSN,SigmaSp,SN,P,PE1,PE2,PSim,PSimE1,PSimE2,PPesimistic,PPesimisticE1,PPesimisticE2,PSimPesimistic,PSimPesimisticE1,PSimPesimisticE2
Survey_EL.532,10:00:53.968,+02:34:28.166,342.415,1,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.533,10:00:53.803,+02:34:39.384,343.739,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.534,10:00:54.976,+02:34:45.882,344.104,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.535,10:00:54.561,+02:34:46.155,344.252,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.536,10:00:54.949,+02:34:35.758,342.438,0,0,3.9,0.48,0.28,0.36,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.537,10:00:55.072,+02:34:41.846,342.358,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.538,10:00:54.410,+02:34:26.456,344.412,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.539,10:00:55.104,+02:34:28.166,342.574,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.540,10:00:54.401,+02:34:23.515,343.647,1,1,3.9,0.51,0.32,0.38,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.541,10:00:54.767,+02:34:43.214,341.365,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.542,10:00:54.410,+02:34:42.804,343.373,1,3,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.543,10:00:54.379,+02:34:38.973,343.91,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.544,10:00:54.438,+02:34:45.198,343.191,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.545,10:00:54.091,+02:34:39.178,342.186,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.546,10:00:53.991,+02:34:37.810,343.031,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.547,10:00:54.200,+02:34:38.289,343.328,2,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.548,10:00:54.662,+02:34:42.735,341.342,1,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.549,10:00:54.456,+02:34:23.173,344.469,1,1,3.9,0.51,0.32,0.38,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.550,10:00:54.301,+02:34:32.954,341.718,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.551,10:00:54.780,+02:34:31.107,343.488,3,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.552,10:00:55.150,+02:34:33.364,342.358,1,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.553,10:00:54.146,+02:34:36.169,342.803,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.554,10:00:54.803,+02:34:39.726,343.613,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.555,10:00:54.251,+02:34:42.188,344.515,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.556,10:00:54.725,+02:34:29.329,341.593,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.557,10:00:54.967,+02:34:38.016,342.392,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.558,10:00:54.479,+02:34:41.641,343.134,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.559,10:00:54.000,+02:34:44.650,342.141,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.560,10:00:53.895,+02:34:39.931,343.065,0,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.561,10:00:54.461,+02:34:46.771,343.236,1,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.562,10:00:53.753,+02:34:33.706,341.479,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.563,10:00:54.200,+02:34:27.208,341.581,0,2,3.9,0.51,0.34,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.564,10:00:54.940,+02:34:40.615,342.643,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.565,10:00:54.853,+02:34:41.504,342.963,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.566,10:00:54.757,+02:34:34.801,341.992,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.567,10:00:54.871,+02:34:45.540,341.901,1,1,3.9,0.51,0.32,0.38,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.568,10:00:54.858,+02:34:44.787,344.115,0,0,3.9,0.51,0.34,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.569,10:00:53.922,+02:34:28.440,342.62,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.570,10:00:54.045,+02:34:34.390,341.387,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.571,10:00:54.292,+02:34:26.730,343.921,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.572,10:00:54.547,+02:34:27.687,343.488,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.573,10:00:54.214,+02:34:29.876,344.686,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.574,10:00:55.273,+02:34:39.178,342.609,0,0,3.9,0.58,0.37,0.42,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.575,10:00:53.712,+02:34:31.654,341.684,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.576,10:00:54.547,+02:34:33.091,343.373,0,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.577,10:00:54.223,+02:34:31.996,341.559,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.578,10:00:55.200,+02:34:32.612,343.739,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.579,10:00:54.748,+02:34:38.973,344.309,1,2,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.580,10:00:54.525,+02:34:24.472,341.536,0,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.581,10:00:54.976,+02:34:45.061,344.275,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.582,10:00:53.808,+02:34:28.782,342.175,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.583,10:00:54.036,+02:34:32.680,343.179,0,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.584,10:00:54.461,+02:34:30.218,341.821,1,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.585,10:00:55.063,+02:34:31.244,343.328,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.586,10:00:53.840,+02:34:40.820,344.355,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.587,10:00:54.315,+02:34:24.472,343.351,1,2,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.588,10:00:55.109,+02:34:28.850,344.481,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.589,10:00:54.698,+02:34:27.414,343.168,0,0,3.9,0.51,0.32,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.590,10:00:54.794,+02:34:43.898,342.723,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.591,10:00:54.415,+02:34:32.817,342.049,1,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.592,10:00:54.333,+02:34:44.103,343.362,0,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.593,10:00:54.483,+02:34:26.182,342.94,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.594,10:00:54.698,+02:34:36.237,344.469,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.595,10:00:54.388,+02:34:33.433,343.065,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.596,10:00:54.684,+02:34:36.784,342.757,1,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.597,10:00:54.287,+02:34:27.756,344.549,1,2,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.598,10:00:54.223,+02:34:28.987,343.99,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.599,10:00:54.876,+02:34:32.202,342.917,1,3,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.600,10:00:53.826,+02:34:40.341,342.894,1,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.601,10:00:54.767,+02:34:26.046,344.366,1,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.602,10:00:54.146,+02:34:37.674,341.639,1,3,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.603,10:00:53.945,+02:34:38.768,341.33,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.604,10:00:53.968,+02:34:35.485,344.127,0,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.605,10:00:54.976,+02:34:26.456,343.453,0,2,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.606,10:00:54.862,+02:34:26.182,344.652,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.607,10:00:55.150,+02:34:38.836,341.935,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.608,10:00:54.584,+02:34:42.735,341.639,1,3,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.609,10:00:54.652,+02:34:29.397,341.776,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.610,10:00:54.881,+02:34:40.273,342.791,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.611,10:00:54.191,+02:34:46.634,342.711,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.612,10:00:54.219,+02:34:36.032,342.118,0,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.613,10:00:54.639,+02:34:23.036,344.298,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.614,10:00:54.506,+02:34:28.508,341.479,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.615,10:00:54.406,+02:34:23.583,342.643,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.616,10:00:55.223,+02:34:33.570,343.944,1,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.617,10:00:53.799,+02:34:31.381,344.309,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.618,10:00:54.771,+02:34:46.429,344.538,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.619,10:00:54.205,+02:34:33.912,344.526,0,0,3.9,0.51,0.32,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.620,10:00:54.383,+02:34:30.423,343.602,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.621,10:00:55.081,+02:34:37.126,343.602,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.622,10:00:54.360,+02:34:29.124,342.643,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.623,10:00:54.529,+02:34:46.566,342.198,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.624,10:00:54.648,+02:34:32.475,342.632,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.625,10:00:54.767,+02:34:37.537,344.777,0,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.626,10:00:54.009,+02:34:39.862,344.332,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.627,10:00:53.977,+02:34:36.990,344.618,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.628,10:00:54.990,+02:34:42.872,343.328,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.629,10:00:54.347,+02:34:41.504,343.419,0,2,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.630,10:00:54.319,+02:34:42.188,344.252,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.631,10:00:54.054,+02:34:39.999,343.305,1,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.632,10:00:55.145,+02:34:38.631,344.15,1,2,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.633,10:00:54.598,+02:34:28.713,344.115,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.634,10:00:54.689,+02:34:35.416,343.008,2,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.635,10:00:54.543,+02:34:29.944,341.992,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.636,10:00:55.301,+02:34:31.312,344.458,0,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.637,10:00:54.064,+02:34:28.166,344.309,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.638,10:00:54.812,+02:34:45.950,343.179,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.639,10:00:55.360,+02:34:37.742,343.134,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.640,10:00:53.799,+02:34:30.834,344.789,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.641,10:00:55.008,+02:34:25.088,341.319,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.642,10:00:54.607,+02:34:24.883,344.184,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.643,10:00:54.223,+02:34:31.586,342.369,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.644,10:00:53.904,+02:34:29.466,342.917,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.645,10:00:54.858,+02:34:46.839,341.855,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.646,10:00:54.379,+02:34:33.980,343.328,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.647,10:00:54.032,+02:34:30.355,341.479,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.648,10:00:54.415,+02:34:33.638,344.755,1,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.649,10:00:54.383,+02:34:41.504,343.179,1,2,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.650,10:00:55.081,+02:34:29.397,343.807,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.651,10:00:54.342,+02:34:32.749,344.138,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.652,10:00:54.917,+02:34:36.442,344.115,0,0,3.9,0.51,0.34,0.43,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.653,10:00:54.835,+02:34:36.784,344.503,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.654,10:00:55.255,+02:34:34.322,342.403,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.655,10:00:54.771,+02:34:23.104,343.453,0,2,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.656,10:00:53.721,+02:34:37.879,342.289,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.657,10:00:54.525,+02:34:35.006,341.387,1,1,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.658,10:00:55.228,+02:34:40.410,343.841,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.659,10:00:54.963,+02:34:30.902,343.179,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.660,10:00:54.132,+02:34:45.745,343.773,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.661,10:00:54.296,+02:34:46.224,341.433,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.662,10:00:54.132,+02:34:34.938,343.236,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.663,10:00:54.767,+02:34:38.152,343.054,0,0,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.664,10:00:54.452,+02:34:34.254,343.225,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.665,10:00:54.447,+02:34:46.429,341.81,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.666,10:00:54.470,+02:34:26.251,343.179,1,2,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.667,10:00:53.995,+02:34:26.182,343.134,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.668,10:00:55.091,+02:34:26.798,341.581,0,2,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.669,10:00:55.123,+02:34:34.732,343.008,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.670,10:00:54.077,+02:34:41.641,344.252,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.671,10:00:54.561,+02:34:35.964,343.784,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.672,10:00:54.342,+02:34:32.544,343.1,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.673,10:00:54.803,+02:34:23.788,343.134,0,1,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.674,10:00:54.575,+02:34:39.315,344.743,0,0,3.9,0.61,0.40,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.675,10:00:54.776,+02:34:43.351,342.312,0,1,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.676,10:00:54.064,+02:34:24.678,343.031,0,1,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.677,10:00:54.689,+02:34:25.020,344.058,0,0,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.678,10:00:55.004,+02:34:37.742,343.556,0,0,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.679,10:00:54.707,+02:34:47.318,343.567,0,0,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.680,10:00:54.849,+02:34:37.947,342.221,1,1,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.681,10:00:54.776,+02:34:43.351,341.947,0,0,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.682,10:00:54.123,+02:34:45.061,342.438,0,0,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.683,10:00:55.337,+02:34:33.091,343.807,0,1,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.684,10:00:54.543,+02:34:43.214,344.001,0,0,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.685,10:00:54.520,+02:34:47.523,341.479,0,1,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.686,10:00:54.844,+02:34:25.156,343.408,1,2,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.687,10:00:53.904,+02:34:28.440,342.791,0,0,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.688,10:00:54.871,+02:34:39.520,342.632,0,0,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.689,10:00:53.785,+02:34:33.980,343.008,1,1,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.690,10:00:55.177,+02:34:36.648,343.99,0,1,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.691,10:00:54.515,+02:34:41.641,344.127,0,1,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.692,10:00:54.406,+02:34:43.830,342.243,0,0,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
