ID,RA,DEC,FREQ,SN,SigmaSN,SigmaSp,P,PE1,PE2,PSim,PSimE1,PSimE2,PPesimistic,PPesimisticE1,PPesimisticE2,PSimPesimistic,PSimPesimisticE1,PSimPesimisticE2
Survey_EL.01,10:00:54.502,+02:34:35.964,342.654,76.9,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.02,10:00:54.483,+02:34:36.306,343.704,45.8,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.03,10:00:54.497,+02:34:36.032,342.746,23.3,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.04,10:00:54.789,+02:34:28.303,343.704,9.9,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.05,10:00:54.798,+02:34:39.862,341.445,7.0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.06,10:00:53.963,+02:34:30.628,344.001,6.9,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.07,10:00:54.187,+02:34:30.834,343.91,6.8,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.08,10:00:54.862,+02:34:41.162,343.054,6.7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.09,10:00:54.858,+02:34:41.367,342.346,6.7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.10,10:00:54.283,+02:34:33.159,343.898,6.7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.11,10:00:54.949,+02:34:45.061,344.138,6.7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.12,10:00:54.493,+02:34:30.970,342.129,6.6,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.13,10:00:54.383,+02:34:40.478,343.898,6.6,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.14,10:00:54.502,+02:34:35.827,344.435,6.6,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.15,10:00:54.949,+02:34:41.709,344.629,6.5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Survey_EL.16,10:00:55.091,+02:34:33.980,341.49,6.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.17,10:00:54.214,+02:34:32.954,342.209,6.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00
Survey_EL.18,10:00:54.438,+02:34:44.377,344.583,6.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.19,10:00:55.127,+02:34:28.713,343.488,6.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.20,10:00:54.004,+02:34:39.794,343.887,6.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.21,10:00:53.849,+02:34:38.084,343.647,6.2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.22,10:00:54.776,+02:34:32.407,341.433,6.2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.23,10:00:54.748,+02:34:30.423,341.673,6.1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.24,10:00:54.671,+02:34:34.596,341.718,6.1,0,0,0.02,0.01,0.02,0.00,0.00,0.00,0.06,0.04,0.05,0.00,0.00,0.00
Survey_EL.25,10:00:55.081,+02:34:26.866,344.115,6.1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.26,10:00:54.365,+02:34:29.466,342.301,6.1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.27,10:00:54.100,+02:34:39.726,342.529,6.1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.28,10:00:55.228,+02:34:40.683,343.271,6.1,0,0,0.02,0.01,0.02,0.00,0.00,0.00,0.06,0.04,0.05,0.00,0.00,0.00
Survey_EL.29,10:00:54.967,+02:34:26.661,342.278,6.0,0,0,0.01,0.01,0.01,0.00,0.00,0.00,0.03,0.02,0.03,0.00,0.00,0.00
Survey_EL.30,10:00:54.598,+02:34:27.414,344.309,6.0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.31,10:00:54.137,+02:34:31.244,344.013,6.0,0,0,0.01,0.01,0.01,0.00,0.00,0.00,0.03,0.02,0.03,0.00,0.00,0.00
Survey_EL.32,10:00:53.972,+02:34:26.661,343.362,5.9,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.33,10:00:55.351,+02:34:33.364,344.309,5.9,0,0,0.01,0.01,0.01,0.00,0.00,0.00,0.04,0.02,0.03,0.00,0.00,0.00
Survey_EL.34,10:00:53.790,+02:34:34.048,341.33,5.9,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.35,10:00:54.995,+02:34:43.693,341.445,5.9,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.36,10:00:54.461,+02:34:29.329,344.001,5.9,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.37,10:00:54.383,+02:34:29.055,342.723,5.9,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.38,10:00:54.871,+02:34:25.772,342.346,5.8,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.39,10:00:54.292,+02:34:36.648,341.616,5.8,0,0,0.03,0.02,0.02,0.00,0.00,0.00,0.08,0.06,0.07,0.00,0.00,0.00
Survey_EL.40,10:00:54.328,+02:34:24.883,344.161,5.8,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.41,10:00:54.657,+02:34:40.478,342.666,5.8,0,0,0.03,0.02,0.02,0.00,0.00,0.00,0.08,0.06,0.07,0.00,0.00,0.00
Survey_EL.42,10:00:55.264,+02:34:33.912,341.901,5.8,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.43,10:00:54.671,+02:34:40.820,341.981,5.8,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.44,10:00:54.196,+02:34:38.358,343.465,5.7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.45,10:00:54.730,+02:34:25.088,343.02,5.7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.46,10:00:54.967,+02:34:31.723,342.392,5.7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.47,10:00:55.214,+02:34:35.006,341.365,5.7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.48,10:00:54.178,+02:34:43.146,341.524,5.7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.49,10:00:54.689,+02:34:37.605,343.83,5.7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.50,10:00:54.269,+02:34:24.746,342.86,5.6,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.51,10:00:54.630,+02:34:31.723,341.935,5.6,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.52,10:00:53.931,+02:34:34.117,342.78,5.6,0,0,0.06,0.04,0.06,0.00,0.00,0.00,0.19,0.12,0.17,0.00,0.00,0.00
Survey_EL.53,10:00:54.392,+02:34:28.098,343.762,5.6,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.54,10:00:54.255,+02:34:38.084,343.225,5.6,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.55,10:00:54.433,+02:34:38.221,344.115,5.6,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.56,10:00:54.616,+02:34:28.166,341.639,5.6,0,0,0.06,0.04,0.06,0.00,0.00,0.00,0.19,0.12,0.17,0.00,0.00,0.00
Survey_EL.57,10:00:54.954,+02:34:28.371,341.73,5.6,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.58,10:00:55.314,+02:34:31.449,342.301,5.5,0,0,0.08,0.05,0.07,0.00,0.00,0.00,0.25,0.16,0.22,0.00,0.00,0.00
Survey_EL.59,10:00:54.785,+02:34:44.856,342.94,5.5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.60,10:00:53.803,+02:34:36.511,342.186,5.5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.61,10:00:54.155,+02:34:36.990,342.871,5.5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.62,10:00:54.666,+02:34:23.788,342.905,5.5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.63,10:00:55.054,+02:34:38.563,343.59,5.5,0,0,0.08,0.05,0.07,0.00,0.00,0.00,0.25,0.16,0.22,0.00,0.00,0.00
Survey_EL.64,10:00:54.771,+02:34:28.645,341.479,5.5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.65,10:00:54.995,+02:34:33.775,343.533,5.5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.66,10:00:54.369,+02:34:41.914,343.796,5.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.67,10:00:55.314,+02:34:30.560,344.755,5.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.68,10:00:55.291,+02:34:39.520,342.86,5.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.69,10:00:54.159,+02:34:29.329,342.015,5.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.70,10:00:55.328,+02:34:32.544,343.545,5.3,0,0,0.19,0.12,0.16,0.00,0.00,0.00,0.58,0.37,0.42,0.00,0.00,0.00
Survey_EL.71,10:00:54.999,+02:34:42.667,343.784,5.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.72,10:00:54.059,+02:34:37.058,342.027,5.3,0,0,0.19,0.12,0.16,0.00,0.00,0.00,0.58,0.37,0.42,0.00,0.00,0.00
Survey_EL.73,10:00:53.790,+02:34:40.820,343.762,5.3,0,0,0.19,0.12,0.16,0.00,0.00,0.00,0.58,0.37,0.42,0.00,0.00,0.00
Survey_EL.74,10:00:54.858,+02:34:35.416,343.248,5.3,0,0,0.19,0.12,0.16,0.00,0.00,0.00,0.58,0.37,0.42,0.00,0.00,0.00
Survey_EL.75,10:00:54.068,+02:34:28.576,342.654,5.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.76,10:00:54.693,+02:34:26.935,343.75,5.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.77,10:00:54.064,+02:34:25.772,344.629,5.2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.78,10:00:54.963,+02:34:25.430,343.465,5.2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.79,10:00:54.164,+02:34:39.178,343.75,5.2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.80,10:00:54.260,+02:34:42.393,343.191,5.2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.81,10:00:55.123,+02:34:39.452,344.093,5.1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.82,10:00:55.200,+02:34:40.273,342.609,5.1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.83,10:00:54.593,+02:34:26.251,342.415,5.1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.84,10:00:53.749,+02:34:34.322,341.479,5.1,0,0,0.72,0.47,0.28,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.85,10:00:54.397,+02:34:31.654,342.129,5.1,0,0,0.72,0.47,0.28,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.86,10:00:53.808,+02:34:32.680,342.654,5.0,0,0,0.82,0.56,0.18,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.87,10:00:54.506,+02:34:47.592,342.86,5.0,0,0,0.82,0.56,0.18,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.88,10:00:55.337,+02:34:36.716,342.905,5.0,0,0,0.31,0.19,0.24,0.00,0.00,0.00,0.97,0.58,0.03,0.00,0.00,0.00
Survey_EL.89,10:00:53.931,+02:34:42.120,343.351,5.0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.90,10:00:54.917,+02:34:36.648,342.107,5.0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.91,10:00:55.086,+02:34:40.546,341.33,4.9,0,0,0.45,0.28,0.34,0.00,0.00,0.00,1.00,0.88,0.00,0.00,0.00,0.00
Survey_EL.92,10:00:53.876,+02:34:41.094,344.389,4.9,0,0,0.61,0.39,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.93,10:00:54.639,+02:34:31.176,344.629,4.9,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.94,10:00:55.004,+02:34:28.166,342.529,4.9,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.95,10:00:54.159,+02:34:29.397,343.202,4.9,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.96,10:00:55.118,+02:34:30.081,342.426,4.9,1,0,0.38,0.24,0.35,0.00,0.00,0.00,1.00,0.76,0.00,0.00,0.00,0.00
Survey_EL.97,10:00:55.059,+02:34:28.576,343.088,4.9,0,0,0.61,0.39,0.39,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.98,10:00:54.908,+02:34:27.824,343.214,4.8,0,0,0.74,0.49,0.26,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.99,10:00:53.886,+02:34:28.782,342.7,4.8,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.100,10:00:54.292,+02:34:33.775,342.186,4.8,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.101,10:00:54.999,+02:34:24.814,342.871,4.8,0,0,0.39,0.24,0.32,0.00,0.00,0.00,1.00,0.73,0.00,0.00,0.00,0.00
Survey_EL.102,10:00:54.191,+02:34:33.843,342.997,4.8,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.103,10:00:54.511,+02:34:44.103,343.51,4.8,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.104,10:00:54.666,+02:34:33.159,343.157,4.8,2,0,0.87,0.58,0.13,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.105,10:00:54.538,+02:34:25.704,341.97,4.8,0,0,0.31,0.19,0.24,0.00,0.00,0.00,0.97,0.58,0.03,0.00,0.00,0.00
Survey_EL.106,10:00:54.986,+02:34:42.256,341.833,4.7,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.107,10:00:54.949,+02:34:30.628,342.963,4.7,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.108,10:00:54.538,+02:34:35.622,344.321,4.7,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.109,10:00:55.177,+02:34:36.032,343.59,4.7,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.110,10:00:54.406,+02:34:37.879,341.41,4.7,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.111,10:00:53.908,+02:34:36.032,343.944,4.7,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.112,10:00:54.561,+02:34:26.456,342.141,4.7,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.113,10:00:54.223,+02:34:26.388,341.445,4.6,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.114,10:00:54.620,+02:34:32.817,344.218,4.6,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.115,10:00:54.570,+02:34:37.879,343.316,4.6,1,0,1.00,0.70,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.116,10:00:54.812,+02:34:34.938,342.027,4.6,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.117,10:00:54.689,+02:34:44.787,344.595,4.6,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.118,10:00:54.283,+02:34:31.176,341.947,4.6,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.119,10:00:54.538,+02:34:24.472,344.081,4.6,1,0,0.74,0.49,0.26,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.120,10:00:54.744,+02:34:42.120,344.093,4.6,1,0,0.65,0.43,0.35,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.121,10:00:54.561,+02:34:39.862,344.686,4.5,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.122,10:00:55.259,+02:34:31.654,343.214,4.5,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.123,10:00:53.844,+02:34:42.462,344.8,4.5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.124,10:00:54.301,+02:34:26.251,341.479,4.5,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.125,10:00:54.013,+02:34:44.856,344.287,4.5,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.126,10:00:54.894,+02:34:27.277,344.264,4.5,0,0,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.127,10:00:54.205,+02:34:39.042,341.947,4.5,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.128,10:00:54.620,+02:34:45.608,343.157,4.5,0,0,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.129,10:00:54.410,+02:34:33.570,343.02,4.5,0,0,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.130,10:00:54.561,+02:34:25.772,344.789,4.5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.131,10:00:54.100,+02:34:25.909,342.164,4.5,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.132,10:00:54.150,+02:34:30.970,344.572,4.5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.133,10:00:53.886,+02:34:28.782,342.266,4.5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.134,10:00:55.232,+02:34:42.051,342.997,4.5,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.135,10:00:54.808,+02:34:41.572,342.266,4.5,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.136,10:00:54.725,+02:34:30.628,343.567,4.4,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.137,10:00:54.648,+02:34:29.808,342.609,4.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.138,10:00:54.068,+02:34:34.185,341.958,4.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.139,10:00:54.036,+02:34:34.732,342.666,4.4,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.140,10:00:55.342,+02:34:33.022,342.997,4.4,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.141,10:00:54.027,+02:34:41.162,342.7,4.4,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.142,10:00:54.511,+02:34:29.808,342.255,4.4,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.143,10:00:54.369,+02:34:31.791,341.958,4.4,1,0,0.56,0.36,0.36,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.144,10:00:54.073,+02:34:39.247,341.661,4.4,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.145,10:00:54.967,+02:34:43.146,341.661,4.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.146,10:00:54.123,+02:34:25.362,341.422,4.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.147,10:00:54.292,+02:34:46.155,344.024,4.4,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.148,10:00:55.081,+02:34:40.957,341.604,4.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.149,10:00:54.397,+02:34:33.228,341.33,4.4,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.150,10:00:54.255,+02:34:28.713,343.704,4.4,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.151,10:00:53.771,+02:34:32.749,344.515,4.4,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.152,10:00:54.963,+02:34:35.827,342.803,4.4,1,0,0.46,0.27,0.32,0.00,0.00,0.00,1.00,0.84,0.00,0.00,0.00,0.00
Survey_EL.153,10:00:53.867,+02:34:41.299,341.798,4.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.154,10:00:54.885,+02:34:43.624,342.312,4.4,1,0,0.42,0.26,0.33,0.00,0.00,0.00,1.00,0.81,0.00,0.00,0.00,0.00
Survey_EL.155,10:00:54.059,+02:34:45.813,341.627,4.4,0,0,1.00,0.47,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.156,10:00:55.100,+02:34:30.013,343.02,4.4,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.157,10:00:54.611,+02:34:44.787,342.198,4.4,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.158,10:00:54.579,+02:34:26.251,344.606,4.4,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.159,10:00:54.657,+02:34:30.560,341.947,4.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.160,10:00:54.662,+02:34:36.169,341.981,4.4,2,0,0.53,0.33,0.47,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
Survey_EL.161,10:00:54.552,+02:34:42.393,344.344,4.4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
