ID,RA,DEC,FREQ,SN,SigmaSN,SigmaSp,P,PE1,PE2,PSim,PSimE1,PSimE2,PPesimistic,PPesimisticE1,PPesimisticE2,PSimPesimistic,PSimPesimisticE1,PSimPesimisticE2
Survey_EL.3210,10:00:54.762,+02:34:40.683,341.536,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3211,10:00:54.369,+02:34:34.117,341.353,3.3,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3212,10:00:55.278,+02:34:30.697,342.791,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3213,10:00:54.493,+02:34:47.455,342.358,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3214,10:00:54.141,+02:34:43.761,342.905,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3215,10:00:55.118,+02:34:26.251,342.141,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3216,10:00:54.547,+02:34:31.996,343.773,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3217,10:00:55.291,+02:34:40.068,343.179,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3218,10:00:54.205,+02:34:38.289,343.864,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3219,10:00:54.976,+02:34:32.407,342.221,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3220,10:00:55.136,+02:34:29.192,342.632,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3221,10:00:54.242,+02:34:34.390,342.221,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3222,10:00:54.547,+02:34:30.218,342.974,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3223,10:00:54.442,+02:34:38.700,341.376,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3224,10:00:55.050,+02:34:28.234,344.001,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3225,10:00:54.483,+02:34:25.909,341.467,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3226,10:00:54.794,+02:34:26.388,341.319,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3227,10:00:54.798,+02:34:43.282,344.138,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3228,10:00:55.091,+02:34:32.407,344.709,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3229,10:00:53.726,+02:34:36.442,344.583,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3230,10:00:54.310,+02:34:22.899,341.342,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3231,10:00:54.018,+02:34:39.999,343.613,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3232,10:00:54.611,+02:34:30.492,342.278,3.3,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3233,10:00:54.789,+02:34:30.423,342.723,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3234,10:00:54.283,+02:34:25.840,341.878,3.3,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3235,10:00:55.177,+02:34:41.846,344.138,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3236,10:00:54.579,+02:34:39.315,341.342,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3237,10:00:54.022,+02:34:40.546,342.985,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3238,10:00:54.315,+02:34:39.315,342.438,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3239,10:00:55.040,+02:34:26.730,342.141,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3240,10:00:53.972,+02:34:31.791,344.424,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3241,10:00:54.150,+02:34:39.999,343.545,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3242,10:00:54.634,+02:34:46.360,343.796,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3243,10:00:54.785,+02:34:40.888,344.675,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3244,10:00:54.808,+02:34:47.113,343.088,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3245,10:00:54.232,+02:34:31.928,344.389,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3246,10:00:53.890,+02:34:31.928,343.864,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3247,10:00:54.830,+02:34:27.345,344.789,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3248,10:00:54.096,+02:34:31.586,344.481,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3249,10:00:54.620,+02:34:22.831,342.266,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3250,10:00:54.821,+02:34:39.042,341.741,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3251,10:00:54.588,+02:34:22.762,344.435,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3252,10:00:53.758,+02:34:35.416,343.157,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3253,10:00:53.986,+02:34:33.022,341.821,3.3,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3254,10:00:53.749,+02:34:30.834,344.115,3.3,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3255,10:00:54.625,+02:34:38.973,342.449,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3256,10:00:54.356,+02:34:46.155,344.378,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3257,10:00:54.671,+02:34:34.664,342.62,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3258,10:00:54.219,+02:34:41.299,343.67,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3259,10:00:54.009,+02:34:36.100,341.353,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3260,10:00:55.045,+02:34:42.530,344.161,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3261,10:00:54.593,+02:34:41.778,343.898,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3262,10:00:53.917,+02:34:30.013,344.275,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3263,10:00:53.945,+02:34:38.973,342.221,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3264,10:00:55.164,+02:34:31.107,342.654,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3265,10:00:54.032,+02:34:40.957,341.901,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3266,10:00:55.050,+02:34:44.856,343.054,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3267,10:00:54.223,+02:34:35.690,341.753,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3268,10:00:54.835,+02:34:31.996,343.294,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3269,10:00:55.154,+02:34:34.048,342.175,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3270,10:00:54.036,+02:34:35.416,344.344,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3271,10:00:54.908,+02:34:37.400,341.935,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3272,10:00:54.652,+02:34:27.619,342.62,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3273,10:00:54.753,+02:34:35.964,343.111,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3274,10:00:54.223,+02:34:33.912,342.666,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3275,10:00:54.689,+02:34:45.129,342.449,3.3,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3276,10:00:53.730,+02:34:32.680,343.853,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3277,10:00:53.968,+02:34:32.544,344.138,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3278,10:00:54.639,+02:34:31.860,343.693,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3279,10:00:55.228,+02:34:30.560,342.563,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3280,10:00:54.027,+02:34:33.775,342.905,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3281,10:00:54.871,+02:34:43.077,344.549,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3282,10:00:54.105,+02:34:37.605,342.038,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3283,10:00:53.936,+02:34:37.400,342.175,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3284,10:00:54.598,+02:34:30.970,343.91,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3285,10:00:53.895,+02:34:27.208,344.72,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3286,10:00:55.182,+02:34:38.905,344.549,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3287,10:00:54.652,+02:34:42.667,342.392,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3288,10:00:55.141,+02:34:41.914,343.396,3.3,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3289,10:00:53.744,+02:34:36.442,343.065,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3290,10:00:53.931,+02:34:26.593,343.773,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3291,10:00:54.342,+02:34:30.560,341.593,3.3,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3292,10:00:54.009,+02:34:36.374,341.718,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3293,10:00:54.127,+02:34:24.541,342.118,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3294,10:00:54.242,+02:34:25.088,341.627,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3295,10:00:53.963,+02:34:43.077,342.574,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3296,10:00:54.246,+02:34:43.077,342.107,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3297,10:00:54.657,+02:34:45.403,344.047,3.3,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3298,10:00:54.561,+02:34:26.182,344.332,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3299,10:00:53.949,+02:34:34.664,342.677,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3300,10:00:55.141,+02:34:37.879,344.378,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3301,10:00:54.465,+02:34:29.260,344.538,3.3,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3302,10:00:54.739,+02:34:33.980,342.141,3.3,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3303,10:00:54.712,+02:34:26.661,341.718,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3304,10:00:53.844,+02:34:30.423,343.75,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3305,10:00:54.255,+02:34:28.166,341.479,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3306,10:00:55.081,+02:34:42.667,344.766,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3307,10:00:54.483,+02:34:25.977,341.353,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3308,10:00:53.863,+02:34:28.645,341.387,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3309,10:00:54.575,+02:34:34.801,341.912,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3310,10:00:54.753,+02:34:25.977,343.807,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3311,10:00:53.749,+02:34:32.749,342.221,3.3,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3312,10:00:55.287,+02:34:40.683,344.081,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3313,10:00:54.251,+02:34:38.084,344.321,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3314,10:00:53.803,+02:34:36.306,344.081,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3315,10:00:54.566,+02:34:29.192,343.488,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3316,10:00:55.063,+02:34:34.732,343.088,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3317,10:00:54.798,+02:34:44.582,342.38,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3318,10:00:55.091,+02:34:40.478,341.707,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3319,10:00:54.054,+02:34:27.414,344.332,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3320,10:00:54.949,+02:34:41.025,344.732,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3321,10:00:54.433,+02:34:42.462,342.837,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3322,10:00:54.200,+02:34:23.788,344.172,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3323,10:00:54.461,+02:34:39.178,343.887,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3324,10:00:54.041,+02:34:43.009,344.766,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3325,10:00:55.314,+02:34:30.492,344.241,3.3,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3326,10:00:55.077,+02:34:41.025,342.266,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3327,10:00:54.849,+02:34:45.334,344.538,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3328,10:00:54.671,+02:34:32.680,343.282,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3329,10:00:54.246,+02:34:39.042,343.1,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3330,10:00:54.050,+02:34:30.423,344.172,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3331,10:00:54.748,+02:34:46.634,343.476,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3332,10:00:54.360,+02:34:22.694,341.422,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3333,10:00:54.420,+02:34:33.159,342.243,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3334,10:00:54.817,+02:34:27.756,342.472,3.3,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3335,10:00:54.251,+02:34:39.452,342.038,3.3,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3336,10:00:54.767,+02:34:25.020,344.104,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3337,10:00:54.885,+02:34:44.240,343.727,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3338,10:00:54.251,+02:34:41.025,344.481,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3339,10:00:53.826,+02:34:28.850,341.353,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3340,10:00:54.077,+02:34:26.935,341.981,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3341,10:00:54.967,+02:34:45.403,343.716,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3342,10:00:53.959,+02:34:29.602,341.73,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3343,10:00:54.027,+02:34:37.537,344.629,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3344,10:00:54.899,+02:34:46.429,343.613,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3345,10:00:54.652,+02:34:45.950,342.038,3.3,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3346,10:00:54.835,+02:34:46.702,344.195,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3347,10:00:53.931,+02:34:40.683,344.697,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3348,10:00:54.570,+02:34:38.084,341.639,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3349,10:00:54.844,+02:34:32.475,342.358,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3350,10:00:55.091,+02:34:30.834,343.442,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3351,10:00:54.269,+02:34:45.061,342.403,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3352,10:00:54.913,+02:34:34.048,343.214,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3353,10:00:54.374,+02:34:25.362,342.974,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3354,10:00:53.758,+02:34:30.081,344.789,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3355,10:00:54.735,+02:34:23.310,344.355,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3356,10:00:54.159,+02:34:26.114,343.042,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3357,10:00:53.730,+02:34:39.247,343.408,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3358,10:00:54.429,+02:34:25.635,344.515,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3359,10:00:54.182,+02:34:30.492,343.807,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3360,10:00:54.379,+02:34:41.367,342.997,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3361,10:00:54.721,+02:34:27.824,342.107,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3362,10:00:54.712,+02:34:26.798,344.538,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3363,10:00:55.013,+02:34:34.938,344.777,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3364,10:00:54.967,+02:34:28.918,344.389,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3365,10:00:54.739,+02:34:31.449,344.184,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3366,10:00:54.200,+02:34:23.515,344.332,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3367,10:00:53.963,+02:34:36.374,343.02,3.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Survey_EL.3368,10:00:53.954,+02:34:42.325,343.488,3.3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
