#ID RA DEC FREQ SN SigmaSN SigmaSp P PE1 PE2 PSim PSimE1 PSimE2 PPesimistic PPesimisticE1 PPesimisticE2 PSimPesimistic PSimPesimisticE1 PSimPesimisticE2
Survey_EL.1802 10:00:55.196 +02:34:40.068 341.581 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1803 10:00:53.867 +02:34:35.553 341.57 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1804 10:00:54.251 +02:34:35.553 343.179 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1805 10:00:54.027 +02:34:42.598 341.912 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1806 10:00:54.579 +02:34:28.098 342.426 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1807 10:00:55.104 +02:34:36.716 344.755 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1808 10:00:55.282 +02:34:30.423 343.362 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1809 10:00:54.488 +02:34:46.976 342.985 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1810 10:00:54.379 +02:34:24.814 343.259 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1811 10:00:55.296 +02:34:32.065 343.111 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1812 10:00:54.452 +02:34:31.928 344.252 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1813 10:00:54.871 +02:34:36.237 344.252 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1814 10:00:55.164 +02:34:34.185 344.081 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1815 10:00:54.913 +02:34:30.150 344.252 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1816 10:00:53.917 +02:34:34.390 343.499 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1817 10:00:54.515 +02:34:24.951 342.928 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1818 10:00:55.118 +02:34:27.345 342.335 3.6 4 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1819 10:00:54.077 +02:34:25.430 344.241 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1820 10:00:53.886 +02:34:35.622 342.62 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1821 10:00:54.707 +02:34:32.338 342.415 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1822 10:00:55.241 +02:34:36.100 344.229 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1823 10:00:54.214 +02:34:31.996 342.266 3.6 3 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1824 10:00:55.077 +02:34:33.570 342.803 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1825 10:00:53.968 +02:34:34.390 343.214 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1826 10:00:54.000 +02:34:32.133 342.358 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1827 10:00:54.333 +02:34:30.492 341.433 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1828 10:00:54.967 +02:34:27.208 341.901 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1829 10:00:54.132 +02:34:34.117 343.008 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1830 10:00:53.826 +02:34:30.355 341.479 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1831 10:00:53.803 +02:34:33.159 344.298 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1832 10:00:54.283 +02:34:40.546 341.342 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1833 10:00:55.091 +02:34:28.782 341.422 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1834 10:00:54.406 +02:34:30.492 342.472 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1835 10:00:54.739 +02:34:26.935 341.627 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1836 10:00:53.703 +02:34:33.228 343.111 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1837 10:00:54.954 +02:34:42.598 343.02 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1838 10:00:55.159 +02:34:38.221 344.332 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1839 10:00:53.904 +02:34:32.954 342.209 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1840 10:00:53.767 +02:34:35.553 343.385 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1841 10:00:54.712 +02:34:25.567 341.376 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1842 10:00:55.196 +02:34:38.084 343.191 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1843 10:00:54.278 +02:34:24.883 343.065 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1844 10:00:53.698 +02:34:36.237 344.366 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1845 10:00:53.767 +02:34:30.286 344.503 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1846 10:00:54.657 +02:34:40.546 342.871 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1847 10:00:53.776 +02:34:40.957 341.49 3.6 2 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1848 10:00:54.662 +02:34:29.055 342.963 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1849 10:00:55.145 +02:34:40.068 343.214 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1850 10:00:55.218 +02:34:36.237 343.887 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1851 10:00:53.949 +02:34:31.449 344.15 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1852 10:00:54.515 +02:34:44.035 341.536 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1853 10:00:54.835 +02:34:36.237 342.974 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1854 10:00:55.264 +02:34:40.341 344.549 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1855 10:00:54.397 +02:34:36.306 343.967 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1856 10:00:55.045 +02:34:42.188 341.89 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1857 10:00:54.200 +02:34:39.110 343.088 3.6 2 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1858 10:00:55.068 +02:34:32.270 342.78 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1859 10:00:54.616 +02:34:23.104 344.777 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1860 10:00:54.689 +02:34:27.414 342.209 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1861 10:00:54.305 +02:34:31.654 341.41 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1862 10:00:55.013 +02:34:37.605 342.974 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1863 10:00:54.780 +02:34:25.088 343.157 3.6 4 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1864 10:00:54.351 +02:34:38.289 343.59 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1865 10:00:54.200 +02:34:30.970 342.129 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1866 10:00:54.242 +02:34:24.678 343.476 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1867 10:00:54.483 +02:34:40.341 341.627 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1868 10:00:55.150 +02:34:30.355 344.207 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1869 10:00:54.534 +02:34:25.909 342.94 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1870 10:00:54.237 +02:34:35.964 343.51 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1871 10:00:54.844 +02:34:23.583 344.093 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1872 10:00:55.027 +02:34:36.716 344.618 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1873 10:00:54.703 +02:34:32.544 344.366 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1874 10:00:53.968 +02:34:39.178 341.89 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1875 10:00:54.885 +02:34:37.742 342.905 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1876 10:00:55.109 +02:34:41.914 342.186 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1877 10:00:54.127 +02:34:25.362 342.826 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1878 10:00:54.803 +02:34:38.289 344.435 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1879 10:00:54.588 +02:34:46.634 341.376 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1880 10:00:55.013 +02:34:29.739 344.229 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1881 10:00:53.927 +02:34:38.084 341.593 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1882 10:00:54.032 +02:34:35.416 343.853 3.6 2 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1883 10:00:54.657 +02:34:33.228 343.682 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1884 10:00:54.173 +02:34:34.527 344.64 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1885 10:00:54.643 +02:34:28.918 342.495 3.6 2 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1886 10:00:53.826 +02:34:38.358 341.422 3.6 2 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1887 10:00:54.730 +02:34:28.508 343.179 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1888 10:00:54.684 +02:34:42.462 343.704 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1889 10:00:54.483 +02:34:47.455 343.145 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1890 10:00:54.442 +02:34:29.602 342.529 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1891 10:00:54.269 +02:34:46.360 342.46 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1892 10:00:55.109 +02:34:37.058 342.711 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1893 10:00:54.438 +02:34:32.133 344.766 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1894 10:00:55.054 +02:34:40.136 341.33 3.6 2 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1895 10:00:54.109 +02:34:26.935 344.64 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1896 10:00:53.863 +02:34:42.940 344.195 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1897 10:00:53.940 +02:34:35.690 342.049 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1898 10:00:55.050 +02:34:34.527 342.517 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1899 10:00:54.296 +02:34:24.746 343.841 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1900 10:00:54.762 +02:34:40.478 343.807 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1901 10:00:54.251 +02:34:33.364 341.833 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1902 10:00:55.036 +02:34:43.624 344.309 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1903 10:00:54.538 +02:34:29.739 342.164 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1904 10:00:54.680 +02:34:42.872 343.202 3.6 2 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1905 10:00:53.995 +02:34:28.440 344.195 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1906 10:00:54.588 +02:34:25.362 341.616 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1907 10:00:54.246 +02:34:38.700 343.944 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1908 10:00:54.105 +02:34:38.289 342.711 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1909 10:00:55.328 +02:34:36.716 341.57 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1910 10:00:54.835 +02:34:34.322 344.8 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1911 10:00:54.096 +02:34:44.308 344.446 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1912 10:00:55.237 +02:34:39.726 342.038 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1913 10:00:55.342 +02:34:35.622 341.502 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1914 10:00:54.287 +02:34:27.003 344.8 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1915 10:00:53.959 +02:34:43.009 344.492 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1916 10:00:54.949 +02:34:44.719 343.83 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1917 10:00:55.027 +02:34:35.964 343.351 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1918 10:00:54.926 +02:34:42.120 343.453 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1919 10:00:54.392 +02:34:28.098 341.821 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1920 10:00:54.410 +02:34:36.784 342.129 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1921 10:00:55.086 +02:34:44.582 344.56 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1922 10:00:54.018 +02:34:39.862 342.597 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1923 10:00:55.054 +02:34:27.756 342.677 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1924 10:00:54.935 +02:34:31.996 341.901 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1925 10:00:54.648 +02:34:39.999 344.298 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1926 10:00:55.264 +02:34:36.306 343.054 3.6 2 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1927 10:00:54.963 +02:34:43.693 343.944 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1928 10:00:54.584 +02:34:40.888 341.878 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1929 10:00:54.123 +02:34:32.407 343.077 3.6 2 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1930 10:00:54.068 +02:34:30.697 344.024 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1931 10:00:55.186 +02:34:31.791 342.78 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1932 10:00:53.762 +02:34:30.697 341.33 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1933 10:00:54.821 +02:34:33.980 341.342 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1934 10:00:54.433 +02:34:39.315 342.597 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1935 10:00:54.771 +02:34:32.133 343.704 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1936 10:00:54.210 +02:34:35.622 341.353 3.6 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1937 10:00:54.954 +02:34:25.088 342.278 3.6 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1938 10:00:54.474 +02:34:27.345 344.492 3.5 0 0 1.00 0.44 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00
Survey_EL.1939 10:00:53.881 +02:34:28.576 341.342 3.5 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1940 10:00:54.657 +02:34:36.921 343.145 3.5 4 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1941 10:00:54.064 +02:34:28.234 344.058 3.5 0 0 1.00 0.44 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00
Survey_EL.1942 10:00:54.913 +02:34:39.042 344.218 3.5 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1943 10:00:54.598 +02:34:38.358 342.004 3.5 0 0 1.00 0.44 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00
Survey_EL.1944 10:00:54.497 +02:34:39.452 342.917 3.5 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1945 10:00:54.433 +02:34:27.414 343.191 3.5 0 0 1.00 0.44 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00
Survey_EL.1946 10:00:55.154 +02:34:40.752 344.709 3.5 2 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1947 10:00:54.593 +02:34:30.492 344.606 3.5 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1948 10:00:54.018 +02:34:27.414 343.636 3.5 1 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1949 10:00:54.707 +02:34:35.964 341.524 3.5 0 0 1.00 0.44 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00
Survey_EL.1950 10:00:55.004 +02:34:43.282 344.127 3.5 1 0 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1951 10:00:54.456 +02:34:23.241 343.807 3.5 3 0 0.42 0.23 0.31 0.00 0.00 0.00 1.00 0.72 0.00 0.00 0.00 0.00
Survey_EL.1952 10:00:54.447 +02:34:31.518 342.654 3.5 1 0 0.45 0.28 0.34 0.00 0.00 0.00 1.00 0.88 0.00 0.00 0.00 0.00
Survey_EL.1953 10:00:54.109 +02:34:30.218 341.661 3.5 0 0 1.00 0.44 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00
Survey_EL.1954 10:00:54.251 +02:34:36.100 344.252 3.5 0 0 1.00 0.44 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00
Survey_EL.1955 10:00:54.324 +02:34:32.407 344.481 3.5 2 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1956 10:00:54.420 +02:34:37.674 343.853 3.5 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1957 10:00:53.986 +02:34:37.674 341.776 3.5 0 0 1.00 0.44 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00
Survey_EL.1958 10:00:55.154 +02:34:39.178 342.46 3.5 0 0 1.00 0.44 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00
Survey_EL.1959 10:00:54.429 +02:34:39.999 341.65 3.5 0 1 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Survey_EL.1960 10:00:54.890 +02:34:27.550 343.522 3.5 0 0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
